date,tenant_id,product_id,warehouse_id,transaction_type,quantity,reason,reference_id,reference_type,notes,cost_price,total_value
2025-04-06,tenant-2,prod-10,wh-4,out,-10,sale,order-5586,order,Sale transaction for order SO-20250406-6962,50.65795191789853,506.57951917898527
2025-04-07,tenant-2,prod-10,wh-1,out,-9,sale,order-7897,order,Sale transaction for order SO-20250407-2107,50.65795191789853,455.92156726108675
2025-04-15,tenant-2,prod-10,wh-3,out,-9,sale,order-2751,order,Sale transaction for order SO-20250415-8533,50.65795191789853,455.92156726108675
2025-04-17,tenant-2,prod-10,wh-5,out,-9,sale,order-1896,order,Sale transaction for order SO-20250417-2664,50.65795191789853,455.92156726108675
2025-04-18,tenant-2,prod-10,wh-1,out,-6,sale,order-7184,order,Sale transaction for order SO-20250418-5696,50.65795191789853,303.9477115073912
2025-04-19,tenant-2,prod-10,wh-1,out,-8,sale,order-1450,order,Sale transaction for order SO-20250419-6645,50.65795191789853,405.26361534318823
2025-04-23,tenant-2,prod-10,wh-2,out,-3,sale,order-4312,order,Sale transaction for order SO-20250423-9751,50.65795191789853,151.9738557536956
2025-04-30,tenant-2,prod-10,wh-3,out,-3,sale,order-3793,order,Sale transaction for order SO-20250430-3748,50.65795191789853,151.9738557536956
2025-05-06,tenant-2,prod-10,wh-1,out,-3,sale,order-2745,order,Sale transaction for order SO-20250506-6498,50.65795191789853,151.9738557536956
2025-05-09,tenant-2,prod-10,wh-5,out,-1,sale,order-6377,order,Sale transaction for order SO-20250509-7197,50.65795191789853,50.65795191789853
2025-05-10,tenant-2,prod-10,wh-1,out,-8,sale,order-2530,order,Sale transaction for order SO-20250510-5064,50.65795191789853,405.26361534318823
2025-05-18,tenant-2,prod-10,wh-5,out,-7,sale,order-5185,order,Sale transaction for order SO-20250518-2024,50.65795191789853,354.6056634252897
2025-05-28,tenant-2,prod-10,wh-2,out,-10,sale,order-4880,order,Sale transaction for order SO-20250528-7884,50.65795191789853,506.57951917898527
2025-06-06,tenant-2,prod-10,wh-5,out,-8,sale,order-6123,order,Sale transaction for order SO-20250606-8456,50.65795191789853,405.26361534318823
2025-06-08,tenant-2,prod-10,wh-2,out,-2,sale,order-5295,order,Sale transaction for order SO-20250608-1354,50.65795191789853,101.31590383579706
2025-06-10,tenant-2,prod-10,wh-5,out,-2,sale,order-8159,order,Sale transaction for order SO-20250610-4669,50.65795191789853,101.31590383579706
2025-06-11,tenant-2,prod-10,wh-3,out,-2,sale,order-1240,order,Sale transaction for order SO-20250611-2387,50.65795191789853,101.31590383579706
2025-06-18,tenant-2,prod-10,wh-4,out,-7,sale,order-4643,order,Sale transaction for order SO-20250618-5062,50.65795191789853,354.6056634252897
2025-06-20,tenant-2,prod-10,wh-2,out,-2,sale,order-5745,order,Sale transaction for order SO-20250620-7878,50.65795191789853,101.31590383579706
2025-06-30,tenant-2,prod-10,wh-1,out,-10,sale,order-6346,order,Sale transaction for order SO-20250630-1183,50.65795191789853,506.57951917898527
2025-07-01,tenant-2,prod-10,wh-2,out,-9,sale,order-9888,order,Sale transaction for order SO-20250701-3912,50.65795191789853,455.92156726108675
2025-07-09,tenant-2,prod-10,wh-4,out,-8,sale,order-9056,order,Sale transaction for order SO-20250709-2799,50.65795191789853,405.26361534318823
2025-07-10,tenant-2,prod-10,wh-5,out,-2,sale,order-7934,order,Sale transaction for order SO-20250710-7411,50.65795191789853,101.31590383579706
2025-07-11,tenant-2,prod-10,wh-5,in,58,restock,PO-7149,purchase_order,Restock transaction for Jacket 5,50.65795191789853,2938.161211238115
2025-07-12,tenant-2,prod-10,wh-5,out,-3,sale,order-4883,order,Sale transaction for order SO-20250712-1116,50.65795191789853,151.9738557536956
2025-07-13,tenant-2,prod-10,wh-5,out,-3,sale,order-9467,order,Sale transaction for order SO-20250713-3778,50.65795191789853,151.9738557536956
2025-07-16,tenant-2,prod-10,wh-4,out,-10,sale,order-3769,order,Sale transaction for order SO-20250716-8397,50.65795191789853,506.57951917898527
2025-07-18,tenant-2,prod-10,wh-3,out,-4,sale,order-4263,order,Sale transaction for order SO-20250718-1869,50.65795191789853,202.63180767159412
2025-07-19,tenant-2,prod-10,wh-5,out,-5,sale,order-7607,order,Sale transaction for order SO-20250719-7413,50.65795191789853,253.28975958949263
2025-07-21,tenant-2,prod-10,wh-5,out,-6,sale,order-4284,order,Sale transaction for order SO-20250721-7870,50.65795191789853,303.9477115073912
2025-07-26,tenant-2,prod-10,wh-1,out,-6,sale,order-9864,order,Sale transaction for order SO-20250726-9595,50.65795191789853,303.9477115073912
2025-07-28,tenant-2,prod-10,wh-1,in,87,restock,PO-5109,purchase_order,Restock transaction for Jacket 5,50.65795191789853,4407.241816857172
2025-07-29,tenant-2,prod-10,wh-2,out,-8,sale,order-2539,order,Sale transaction for order SO-20250729-2082,50.65795191789853,405.26361534318823
2025-08-06,tenant-2,prod-10,wh-2,out,-2,sale,order-7558,order,Sale transaction for order SO-20250806-4460,50.65795191789853,101.31590383579706
2025-08-09,tenant-2,prod-10,wh-4,out,-9,sale,order-1638,order,Sale transaction for order SO-20250809-2295,50.65795191789853,455.92156726108675
2025-08-11,tenant-2,prod-10,wh-1,out,-6,sale,order-7913,order,Sale transaction for order SO-20250811-3741,50.65795191789853,303.9477115073912
2025-08-19,tenant-2,prod-10,wh-1,out,-2,sale,order-1262,order,Sale transaction for order SO-20250819-5122,50.65795191789853,101.31590383579706
2025-08-20,tenant-2,prod-10,wh-4,out,-3,sale,order-6697,order,Sale transaction for order SO-20250820-1076,50.65795191789853,151.9738557536956
2025-08-22,tenant-2,prod-10,wh-1,out,-1,sale,order-9986,order,Sale transaction for order SO-20250822-9903,50.65795191789853,50.65795191789853
2025-08-25,tenant-2,prod-10,wh-4,out,-7,sale,order-1671,order,Sale transaction for order SO-20250825-4578,50.65795191789853,354.6056634252897
2025-08-29,tenant-2,prod-10,wh-5,out,-8,sale,order-4201,order,Sale transaction for order SO-20250829-7334,50.65795191789853,405.26361534318823
2025-09-04,tenant-2,prod-10,wh-2,out,-6,sale,order-1787,order,Sale transaction for order SO-20250904-6921,50.65795191789853,303.9477115073912
2025-09-06,tenant-2,prod-10,wh-1,out,-7,sale,order-4026,order,Sale transaction for order SO-20250906-6736,50.65795191789853,354.6056634252897
2025-09-19,tenant-2,prod-10,wh-2,out,-4,sale,order-3419,order,Sale transaction for order SO-20250919-5206,50.65795191789853,202.63180767159412
2025-09-24,tenant-2,prod-10,wh-4,out,-10,sale,order-3232,order,Sale transaction for order SO-20250924-8796,50.65795191789853,506.57951917898527
2025-10-01,tenant-2,prod-10,wh-1,in,79,restock,PO-3530,purchase_order,Restock transaction for Jacket 5,50.65795191789853,4001.978201513984
2025-09-26,tenant-2,prod-10,wh-5,out,-2,sale,order-9332,order,Sale transaction for order SO-20250926-3724,50.65795191789853,101.31590383579706
2023-10-02,tenant-3,prod-11,wh-5,out,-3,sale,order-4264,order,Sale transaction for order SO-20231002-5905,16.161688428545432,48.485065285636296
2023-10-04,tenant-3,prod-11,wh-1,out,-6,sale,order-3752,order,Sale transaction for order SO-20231004-3305,16.161688428545432,96.97013057127259
2023-10-07,tenant-3,prod-11,wh-2,out,-4,sale,order-8898,order,Sale transaction for order SO-20231007-5666,16.161688428545432,64.64675371418173
2023-10-22,tenant-3,prod-11,wh-5,out,-10,sale,order-3282,order,Sale transaction for order SO-20231022-3845,16.161688428545432,161.61688428545432
2023-10-23,tenant-3,prod-11,wh-4,out,-3,sale,order-6522,order,Sale transaction for order SO-20231023-9401,16.161688428545432,48.485065285636296
2023-10-30,tenant-3,prod-11,wh-1,out,-6,sale,order-5176,order,Sale transaction for order SO-20231030-7675,16.161688428545432,96.97013057127259
2023-10-31,tenant-3,prod-11,wh-1,out,-9,sale,order-7212,order,Sale transaction for order SO-20231031-7889,16.161688428545432,145.4551958569089
2023-11-02,tenant-3,prod-11,wh-4,out,-6,sale,order-7381,order,Sale transaction for order SO-20231102-4882,16.161688428545432,96.97013057127259
2023-11-04,tenant-3,prod-11,wh-1,out,-5,sale,order-5612,order,Sale transaction for order SO-20231104-2201,16.161688428545432,80.80844214272716
2023-11-05,tenant-3,prod-11,wh-1,out,-1,sale,order-9045,order,Sale transaction for order SO-20231105-1830,16.161688428545432,16.161688428545432
2023-11-11,tenant-3,prod-11,wh-2,out,-1,sale,order-7136,order,Sale transaction for order SO-20231111-8530,16.161688428545432,16.161688428545432
2023-11-13,tenant-3,prod-11,wh-2,in,98,restock,PO-5802,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,1583.8454659974523
2023-11-13,tenant-3,prod-11,wh-4,out,-8,sale,order-1799,order,Sale transaction for order SO-20231113-8132,16.161688428545432,129.29350742836345
2023-11-15,tenant-3,prod-11,wh-5,out,-1,sale,order-9351,order,Sale transaction for order SO-20231115-2335,16.161688428545432,16.161688428545432
2023-11-26,tenant-3,prod-11,wh-3,out,-6,sale,order-7282,order,Sale transaction for order SO-20231126-4107,16.161688428545432,96.97013057127259
2023-11-28,tenant-3,prod-11,wh-4,out,-4,sale,order-3982,order,Sale transaction for order SO-20231128-5976,16.161688428545432,64.64675371418173
2023-11-30,tenant-3,prod-11,wh-3,out,-9,sale,order-4883,order,Sale transaction for order SO-20231130-9774,16.161688428545432,145.4551958569089
2023-12-03,tenant-3,prod-11,wh-4,out,-4,sale,order-3183,order,Sale transaction for order SO-20231203-6817,16.161688428545432,64.64675371418173
2023-12-07,tenant-3,prod-11,wh-2,out,-3,sale,order-6834,order,Sale transaction for order SO-20231207-3579,16.161688428545432,48.485065285636296
2023-12-09,tenant-3,prod-11,wh-5,out,-9,sale,order-1291,order,Sale transaction for order SO-20231209-8208,16.161688428545432,145.4551958569089
2023-12-16,tenant-3,prod-11,wh-1,in,99,restock,PO-2772,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,1600.0071544259977
2023-12-13,tenant-3,prod-11,wh-5,out,-1,sale,order-7844,order,Sale transaction for order SO-20231213-3220,16.161688428545432,16.161688428545432
2023-12-16,tenant-3,prod-11,wh-1,out,-4,sale,order-9513,order,Sale transaction for order SO-20231216-6672,16.161688428545432,64.64675371418173
2023-12-17,tenant-3,prod-11,wh-5,out,-6,sale,order-6719,order,Sale transaction for order SO-20231217-6090,16.161688428545432,96.97013057127259
2023-12-19,tenant-3,prod-11,wh-5,out,-6,sale,order-2555,order,Sale transaction for order SO-20231219-1642,16.161688428545432,96.97013057127259
2023-12-22,tenant-3,prod-11,wh-2,out,-8,sale,order-7588,order,Sale transaction for order SO-20231222-9682,16.161688428545432,129.29350742836345
2023-12-25,tenant-3,prod-11,wh-3,out,-6,sale,order-4754,order,Sale transaction for order SO-20231225-6551,16.161688428545432,96.97013057127259
2023-12-27,tenant-3,prod-11,wh-1,out,-6,sale,order-9033,order,Sale transaction for order SO-20231227-3178,16.161688428545432,96.97013057127259
2024-01-02,tenant-3,prod-11,wh-5,out,-6,sale,order-3219,order,Sale transaction for order SO-20240102-8554,16.161688428545432,96.97013057127259
2024-01-03,tenant-3,prod-11,wh-5,out,-9,sale,order-3633,order,Sale transaction for order SO-20240103-1167,16.161688428545432,145.4551958569089
2024-01-06,tenant-3,prod-11,wh-4,out,-1,sale,order-3952,order,Sale transaction for order SO-20240106-7322,16.161688428545432,16.161688428545432
2024-01-14,tenant-3,prod-11,wh-5,out,-9,sale,order-7510,order,Sale transaction for order SO-20240114-8938,16.161688428545432,145.4551958569089
2024-01-18,tenant-3,prod-11,wh-2,out,-2,sale,order-4458,order,Sale transaction for order SO-20240118-2285,16.161688428545432,32.323376857090864
2024-01-23,tenant-3,prod-11,wh-4,out,-3,sale,order-9051,order,Sale transaction for order SO-20240123-4320,16.161688428545432,48.485065285636296
2024-01-30,tenant-3,prod-11,wh-3,in,45,restock,PO-8318,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,727.2759792845444
2024-01-29,tenant-3,prod-11,wh-4,out,-10,sale,order-2861,order,Sale transaction for order SO-20240129-2268,16.161688428545432,161.61688428545432
2024-02-04,tenant-3,prod-11,wh-4,out,-7,sale,order-5423,order,Sale transaction for order SO-20240204-2767,16.161688428545432,113.13181899981802
2024-02-09,tenant-3,prod-11,wh-3,out,-6,sale,order-7925,order,Sale transaction for order SO-20240209-7183,16.161688428545432,96.97013057127259
2024-02-11,tenant-3,prod-11,wh-4,out,-6,sale,order-1345,order,Sale transaction for order SO-20240211-7392,16.161688428545432,96.97013057127259
2024-02-13,tenant-3,prod-11,wh-1,out,-3,sale,order-3194,order,Sale transaction for order SO-20240213-8330,16.161688428545432,48.485065285636296
2024-02-19,tenant-3,prod-11,wh-4,out,-1,sale,order-8191,order,Sale transaction for order SO-20240219-5265,16.161688428545432,16.161688428545432
2024-02-26,tenant-3,prod-11,wh-2,in,98,restock,PO-4417,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,1583.8454659974523
2024-02-20,tenant-3,prod-11,wh-4,out,-2,sale,order-7937,order,Sale transaction for order SO-20240220-4500,16.161688428545432,32.323376857090864
2024-02-26,tenant-3,prod-11,wh-2,out,-6,sale,order-4285,order,Sale transaction for order SO-20240226-9869,16.161688428545432,96.97013057127259
2024-03-11,tenant-3,prod-11,wh-2,out,-3,sale,order-8841,order,Sale transaction for order SO-20240311-2123,16.161688428545432,48.485065285636296
2024-03-19,tenant-3,prod-11,wh-4,out,-6,sale,order-3471,order,Sale transaction for order SO-20240319-6165,16.161688428545432,96.97013057127259
2024-03-25,tenant-3,prod-11,wh-5,out,-1,sale,order-5036,order,Sale transaction for order SO-20240325-8297,16.161688428545432,16.161688428545432
2024-03-29,tenant-3,prod-11,wh-4,in,46,restock,PO-9243,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,743.4376677130899
2024-03-26,tenant-3,prod-11,wh-4,out,-5,sale,order-9588,order,Sale transaction for order SO-20240326-6156,16.161688428545432,80.80844214272716
2024-03-27,tenant-3,prod-11,wh-2,out,-1,sale,order-9682,order,Sale transaction for order SO-20240327-2137,16.161688428545432,16.161688428545432
2024-03-30,tenant-3,prod-11,wh-1,out,-6,sale,order-2571,order,Sale transaction for order SO-20240330-7796,16.161688428545432,96.97013057127259
2024-04-01,tenant-3,prod-11,wh-2,out,-8,sale,order-4740,order,Sale transaction for order SO-20240401-4223,16.161688428545432,129.29350742836345
2024-04-09,tenant-3,prod-11,wh-2,out,-3,sale,order-1136,order,Sale transaction for order SO-20240409-5829,16.161688428545432,48.485065285636296
2024-04-12,tenant-3,prod-11,wh-5,out,-6,sale,order-5041,order,Sale transaction for order SO-20240412-5637,16.161688428545432,96.97013057127259
2024-04-13,tenant-3,prod-11,wh-3,out,-7,sale,order-9279,order,Sale transaction for order SO-20240413-4167,16.161688428545432,113.13181899981802
2024-04-14,tenant-3,prod-11,wh-5,out,-8,sale,order-1459,order,Sale transaction for order SO-20240414-8948,16.161688428545432,129.29350742836345
2024-04-15,tenant-3,prod-11,wh-2,out,-6,sale,order-5241,order,Sale transaction for order SO-20240415-2285,16.161688428545432,96.97013057127259
2024-04-20,tenant-3,prod-11,wh-4,out,-5,sale,order-3442,order,Sale transaction for order SO-20240420-4678,16.161688428545432,80.80844214272716
2024-04-21,tenant-3,prod-11,wh-1,out,-9,sale,order-8811,order,Sale transaction for order SO-20240421-8826,16.161688428545432,145.4551958569089
2024-04-26,tenant-3,prod-11,wh-5,in,30,restock,PO-8163,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,484.85065285636296
2024-04-23,tenant-3,prod-11,wh-5,out,-7,sale,order-9737,order,Sale transaction for order SO-20240423-3337,16.161688428545432,113.13181899981802
2024-04-25,tenant-3,prod-11,wh-2,out,-3,sale,order-3728,order,Sale transaction for order SO-20240425-7454,16.161688428545432,48.485065285636296
2024-04-29,tenant-3,prod-11,wh-4,out,-7,sale,order-6770,order,Sale transaction for order SO-20240429-6593,16.161688428545432,113.13181899981802
2024-04-30,tenant-3,prod-11,wh-5,out,-5,sale,order-1451,order,Sale transaction for order SO-20240430-9597,16.161688428545432,80.80844214272716
2024-05-07,tenant-3,prod-11,wh-3,in,59,restock,PO-5158,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,953.5396172841805
2024-05-03,tenant-3,prod-11,wh-4,out,-10,sale,order-2449,order,Sale transaction for order SO-20240503-1378,16.161688428545432,161.61688428545432
2024-05-10,tenant-3,prod-11,wh-5,out,-5,sale,order-1197,order,Sale transaction for order SO-20240510-8515,16.161688428545432,80.80844214272716
2024-05-13,tenant-3,prod-11,wh-5,out,-6,sale,order-9616,order,Sale transaction for order SO-20240513-6617,16.161688428545432,96.97013057127259
2024-05-14,tenant-3,prod-11,wh-3,out,-9,sale,order-8984,order,Sale transaction for order SO-20240514-9157,16.161688428545432,145.4551958569089
2024-05-16,tenant-3,prod-11,wh-5,out,-7,sale,order-6578,order,Sale transaction for order SO-20240516-2742,16.161688428545432,113.13181899981802
2024-05-17,tenant-3,prod-11,wh-5,out,-1,sale,order-9311,order,Sale transaction for order SO-20240517-8502,16.161688428545432,16.161688428545432
2024-05-20,tenant-3,prod-11,wh-2,out,-10,sale,order-7620,order,Sale transaction for order SO-20240520-4797,16.161688428545432,161.61688428545432
2024-05-30,tenant-3,prod-11,wh-5,out,-2,sale,order-2051,order,Sale transaction for order SO-20240530-3406,16.161688428545432,32.323376857090864
2024-06-05,tenant-3,prod-11,wh-1,out,-9,sale,order-7265,order,Sale transaction for order SO-20240605-5747,16.161688428545432,145.4551958569089
2024-06-06,tenant-3,prod-11,wh-2,out,-8,sale,order-3695,order,Sale transaction for order SO-20240606-8790,16.161688428545432,129.29350742836345
2024-06-08,tenant-3,prod-11,wh-2,out,-5,sale,order-5460,order,Sale transaction for order SO-20240608-8047,16.161688428545432,80.80844214272716
2024-06-14,tenant-3,prod-11,wh-2,in,41,restock,PO-6296,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,662.6292255703627
2024-06-12,tenant-3,prod-11,wh-4,out,-6,sale,order-2679,order,Sale transaction for order SO-20240612-2908,16.161688428545432,96.97013057127259
2024-06-17,tenant-3,prod-11,wh-2,out,-9,sale,order-1535,order,Sale transaction for order SO-20240617-1036,16.161688428545432,145.4551958569089
2024-06-19,tenant-3,prod-11,wh-5,out,-5,sale,order-8709,order,Sale transaction for order SO-20240619-2404,16.161688428545432,80.80844214272716
2024-06-20,tenant-3,prod-11,wh-3,out,-2,sale,order-1043,order,Sale transaction for order SO-20240620-9140,16.161688428545432,32.323376857090864
2024-06-21,tenant-3,prod-11,wh-3,out,-4,sale,order-8745,order,Sale transaction for order SO-20240621-6329,16.161688428545432,64.64675371418173
2024-06-23,tenant-3,prod-11,wh-3,out,-10,sale,order-5521,order,Sale transaction for order SO-20240623-5282,16.161688428545432,161.61688428545432
2024-06-26,tenant-3,prod-11,wh-5,out,-1,sale,order-6154,order,Sale transaction for order SO-20240626-1348,16.161688428545432,16.161688428545432
2024-06-30,tenant-3,prod-11,wh-3,out,-3,sale,order-9705,order,Sale transaction for order SO-20240630-2812,16.161688428545432,48.485065285636296
2024-07-01,tenant-3,prod-11,wh-4,out,-3,sale,order-7115,order,Sale transaction for order SO-20240701-6260,16.161688428545432,48.485065285636296
2024-07-03,tenant-3,prod-11,wh-2,out,-6,sale,order-4636,order,Sale transaction for order SO-20240703-3276,16.161688428545432,96.97013057127259
2024-07-04,tenant-3,prod-11,wh-2,out,-10,sale,order-5203,order,Sale transaction for order SO-20240704-9788,16.161688428545432,161.61688428545432
2024-07-05,tenant-3,prod-11,wh-1,out,-2,sale,order-3093,order,Sale transaction for order SO-20240705-3407,16.161688428545432,32.323376857090864
2024-07-08,tenant-3,prod-11,wh-2,out,-8,sale,order-7159,order,Sale transaction for order SO-20240708-8960,16.161688428545432,129.29350742836345
2024-07-12,tenant-3,prod-11,wh-5,out,-7,sale,order-5990,order,Sale transaction for order SO-20240712-9516,16.161688428545432,113.13181899981802
2024-07-14,tenant-3,prod-11,wh-4,out,-1,sale,order-4563,order,Sale transaction for order SO-20240714-2691,16.161688428545432,16.161688428545432
2024-07-16,tenant-3,prod-11,wh-4,out,-7,sale,order-5037,order,Sale transaction for order SO-20240716-3694,16.161688428545432,113.13181899981802
2024-07-17,tenant-3,prod-11,wh-4,out,-1,sale,order-2064,order,Sale transaction for order SO-20240717-8562,16.161688428545432,16.161688428545432
2024-07-20,tenant-3,prod-11,wh-1,out,-6,sale,order-9339,order,Sale transaction for order SO-20240720-9557,16.161688428545432,96.97013057127259
2024-07-22,tenant-3,prod-11,wh-3,out,-3,sale,order-9336,order,Sale transaction for order SO-20240722-6355,16.161688428545432,48.485065285636296
2024-07-30,tenant-3,prod-11,wh-3,out,-6,sale,order-4053,order,Sale transaction for order SO-20240730-6611,16.161688428545432,96.97013057127259
2024-07-31,tenant-3,prod-11,wh-3,out,-5,sale,order-3191,order,Sale transaction for order SO-20240731-8133,16.161688428545432,80.80844214272716
2024-08-01,tenant-3,prod-11,wh-2,in,48,restock,PO-4849,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,775.7610445701807
2024-08-01,tenant-3,prod-11,wh-2,out,-2,sale,order-3687,order,Sale transaction for order SO-20240801-4306,16.161688428545432,32.323376857090864
2024-08-02,tenant-3,prod-11,wh-5,out,-7,sale,order-7121,order,Sale transaction for order SO-20240802-1337,16.161688428545432,113.13181899981802
2024-08-04,tenant-3,prod-11,wh-2,out,-2,sale,order-3546,order,Sale transaction for order SO-20240804-3705,16.161688428545432,32.323376857090864
2024-08-05,tenant-3,prod-11,wh-5,out,-10,sale,order-1798,order,Sale transaction for order SO-20240805-4783,16.161688428545432,161.61688428545432
2024-08-09,tenant-3,prod-11,wh-4,out,-7,sale,order-3649,order,Sale transaction for order SO-20240809-4937,16.161688428545432,113.13181899981802
2024-08-10,tenant-3,prod-11,wh-4,out,-4,sale,order-3103,order,Sale transaction for order SO-20240810-3641,16.161688428545432,64.64675371418173
2024-08-11,tenant-3,prod-11,wh-4,out,-9,sale,order-9237,order,Sale transaction for order SO-20240811-9970,16.161688428545432,145.4551958569089
2024-08-16,tenant-3,prod-11,wh-5,in,66,restock,PO-1476,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,1066.6714362839984
2024-08-12,tenant-3,prod-11,wh-3,out,-8,sale,order-5890,order,Sale transaction for order SO-20240812-2357,16.161688428545432,129.29350742836345
2024-08-16,tenant-3,prod-11,wh-5,out,-3,sale,order-5609,order,Sale transaction for order SO-20240816-3510,16.161688428545432,48.485065285636296
2024-08-21,tenant-3,prod-11,wh-5,in,34,restock,PO-9636,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,549.4974065705446
2024-08-17,tenant-3,prod-11,wh-1,out,-10,sale,order-8202,order,Sale transaction for order SO-20240817-3459,16.161688428545432,161.61688428545432
2024-08-18,tenant-3,prod-11,wh-5,out,-1,sale,order-5077,order,Sale transaction for order SO-20240818-2819,16.161688428545432,16.161688428545432
2024-08-23,tenant-3,prod-11,wh-5,out,-9,sale,order-9793,order,Sale transaction for order SO-20240823-7420,16.161688428545432,145.4551958569089
2024-09-04,tenant-3,prod-11,wh-4,out,-9,sale,order-8480,order,Sale transaction for order SO-20240904-5897,16.161688428545432,145.4551958569089
2024-09-08,tenant-3,prod-11,wh-2,in,44,restock,PO-9437,purchase_order,Restock transaction for Garden Hose 1,16.161688428545432,711.114290855999
2024-09-08,tenant-3,prod-11,wh-5,out,-6,sale,order-4615,order,Sale transaction for order SO-20240908-3201,16.161688428545432,96.97013057127259
2024-09-12,tenant-3,prod-11,wh-2,out,-9,sale,order-4643,order,Sale transaction for order SO-20240912-1747,16.161688428545432,145.4551958569089
2024-09-13,tenant-3,prod-11,wh-4,out,-3,sale,order-8262,order,Sale transaction for order SO-20240913-1662,16.161688428545432,48.485065285636296
2024-09-16,tenant-3,prod-11,wh-3,out,-4,sale,order-7515,order,Sale transaction for order SO-20240916-1851,16.161688428545432,64.64675371418173
2024-09-18,tenant-3,prod-11,wh-3,out,-7,sale,order-1013,order,Sale transaction for order SO-20240918-1269,16.161688428545432,113.13181899981802
2024-09-21,tenant-3,prod-11,wh-3,out,-9,sale,order-2036,order,Sale transaction for order SO-20240921-9684,16.161688428545432,145.4551958569089
2024-09-25,tenant-3,prod-11,wh-1,out,-8,sale,order-9698,order,Sale transaction for order SO-20240925-8657,16.161688428545432,129.29350742836345
2024-09-26,tenant-3,prod-11,wh-2,out,-9,sale,order-1096,order,Sale transaction for order SO-20240926-6753,16.161688428545432,145.4551958569089
2024-10-01,tenant-3,prod-11,wh-5,out,-5,sale,order-7996,order,Sale transaction for order SO-20241001-5617,16.161688428545432,80.80844214272716
2024-10-02,tenant-3,prod-11,wh-2,out,-6,sale,order-5777,order,Sale transaction for order SO-20241002-7952,16.161688428545432,96.97013057127259
2024-10-14,tenant-3,prod-11,wh-4,out,-3,sale,order-2764,order,Sale transaction for order SO-20241014-1337,16.161688428545432,48.485065285636296
2024-10-16,tenant-3,prod-11,wh-1,out,-7,sale,order-4745,order,Sale transaction for order SO-20241016-9443,16.161688428545432,113.13181899981802
2024-10-20,tenant-3,prod-11,wh-2,out,-6,sale,order-5787,order,Sale transaction for order SO-20241020-2919,16.161688428545432,96.97013057127259
2024-10-21,tenant-3,prod-11,wh-3,out,-3,sale,order-1133,order,Sale transaction for order SO-20241021-6277,16.161688428545432,48.485065285636296
2024-11-14,tenant-3,prod-11,wh-2,out,-1,sale,order-9155,order,Sale transaction for order SO-20241114-8141,16.161688428545432,16.161688428545432
2024-11-18,tenant-3,prod-11,wh-1,out,-6,sale,order-4978,order,Sale transaction for order SO-20241118-4836,16.161688428545432,96.97013057127259
2024-11-19,tenant-3,prod-11,wh-4,out,-6,sale,order-8633,order,Sale transaction for order SO-20241119-5845,16.161688428545432,96.97013057127259
2024-11-28,tenant-3,prod-11,wh-1,out,-3,sale,order-7894,order,Sale transaction for order SO-20241128-6287,16.161688428545432,48.485065285636296
2024-11-29,tenant-3,prod-11,wh-4,out,-8,sale,order-1624,order,Sale transaction for order SO-20241129-8321,16.161688428545432,129.29350742836345
2024-12-02,tenant-3,prod-11,wh-3,out,-3,sale,order-5263,order,Sale transaction for order SO-20241202-3528,16.161688428545432,48.485065285636296
2024-12-03,tenant-3,prod-11,wh-4,out,-1,sale,order-4862,order,Sale transaction for order SO-20241203-7031,16.161688428545432,16.161688428545432
2024-12-05,tenant-3,prod-11,wh-2,out,-6,sale,order-1141,order,Sale transaction for order SO-20241205-9430,16.161688428545432,96.97013057127259
2024-12-07,tenant-3,prod-11,wh-3,out,-6,sale,order-5694,order,Sale transaction for order SO-20241207-3945,16.161688428545432,96.97013057127259
2024-12-10,tenant-3,prod-11,wh-4,out,-1,sale,order-3520,order,Sale transaction for order SO-20241210-4200,16.161688428545432,16.161688428545432
2024-12-12,tenant-3,prod-11,wh-5,out,-9,sale,order-8392,order,Sale transaction for order SO-20241212-7172,16.161688428545432,145.4551958569089
2024-12-17,tenant-3,prod-11,wh-3,out,-4,sale,order-7761,order,Sale transaction for order SO-20241217-3543,16.161688428545432,64.64675371418173
2024-12-18,tenant-3,prod-11,wh-5,out,-6,sale,order-9704,order,Sale transaction for order SO-20241218-5667,16.161688428545432,96.97013057127259
2024-12-19,tenant-3,prod-11,wh-1,out,-10,sale,order-8871,order,Sale transaction for order SO-20241219-7827,16.161688428545432,161.61688428545432
2024-12-21,tenant-3,prod-11,wh-5,out,-8,sale,order-4697,order,Sale transaction for order SO-20241221-1232,16.161688428545432,129.29350742836345
2024-12-30,tenant-3,prod-11,wh-2,out,-9,sale,order-7969,order,Sale transaction for order SO-20241230-2232,16.161688428545432,145.4551958569089
2024-12-31,tenant-3,prod-11,wh-3,out,-8,sale,order-6914,order,Sale transaction for order SO-20241231-6409,16.161688428545432,129.29350742836345
